txn_id,user_id,timestamp,txn_amount,category,transaction_hour,is_weekend,hour_sin,hour_cos,txn_count_today,daily_total_spent,remaining_daily_capacity,txn_count_prev_7d,avg_spend_last_7days,spending_velocity_ratio,income_tier,user_tenure_days,is_new_user,pressure_score,monthly_savings_so_far,user_savings_streak,days_since_last_txn,clean_number_tier,rounded_amount,roundup_amount
TXN_00011962,USR_0254,2024-09-26 11:57:41,987,ride_sharing,11,0,0.2588,-0.9659,1,0.0,1500.0,4,951.5,1.0373,Medium,235,0,0.034,606,3,1,2,1100,113
TXN_00011963,USR_0254,2024-09-27 06:27:25,408,food_delivery,6,0,1.0,0.0,1,0.0,1500.0,5,958.6,0.4256,Medium,236,0,0.0015,719,4,1,2,500,92
TXN_00011964,USR_0254,2024-09-27 17:42:44,1119,shopping,17,0,-0.9659,-0.2588,2,408.0,1092.0,5,958.6,1.1673,Medium,236,0,0.3775,811,0,0,3,1150,31
TXN_00011965,USR_0254,2024-09-27 20:43:03,1133,shopping,20,0,-0.866,0.5,3,1527.0,-27.0,5,958.6,1.1819,Medium,236,0,0.95,842,0,0,3,1200,67
TXN_00011966,USR_0254,2024-09-27 21:43:59,814,ride_sharing,21,0,-0.7071,0.7071,4,2660.0,-1160.0,5,958.6,0.8492,Medium,236,0,0.95,909,0,0,3,850,36
TXN_00011967,USR_0254,2024-09-29 08:30:41,390,ecommerce,8,1,0.866,-0.5,1,0.0,1500.0,9,918.56,0.4246,Medium,238,0,0.0285,945,0,2,2,500,110
TXN_00011968,USR_0254,2024-09-29 14:32:58,1577,shopping,14,1,-0.5,-0.866,2,390.0,1110.0,9,918.56,1.7168,Medium,238,0,0.3724,1055,0,0,3,1600,23
TXN_00011969,USR_0254,2024-10-06 15:14:03,1154,food_delivery,15,1,-0.7071,-0.7071,1,0.0,1500.0,2,983.5,1.1734,Medium,245,0,0.0099,0,0,7,2,1200,46
TXN_00011970,USR_0254,2024-10-07 06:36:59,1112,shopping,6,0,1.0,0.0,1,0.0,1500.0,1,1154.0,0.9636,Medium,246,0,0.0163,46,6,1,2,1200,88
TXN_00011971,USR_0254,2024-10-07 18:40:01,640,shopping,18,0,-1.0,-0.0,2,1112.0,388.0,1,1154.0,0.5546,Medium,246,0,0.8512,134,0,0,3,700,60
TXN_00011972,USR_0254,2024-10-08 13:09:40,1447,food_delivery,13,0,-0.2588,-0.9659,1,0.0,1500.0,3,968.67,1.4938,Medium,247,0,0.0188,194,7,1,3,1500,53
TXN_00011973,USR_0254,2024-10-08 21:24:20,1360,food_delivery,21,0,-0.7071,0.7071,2,1447.0,53.0,3,968.67,1.404,Medium,247,0,0.95,247,0,0,3,1400,40
TXN_00011974,USR_0254,2024-10-12 06:15:38,523,ride_sharing,6,1,1.0,0.0,1,0.0,1500.0,5,1142.6,0.4577,Medium,251,0,0.0091,287,0,4,2,600,77
TXN_00011975,USR_0254,2024-10-12 08:42:54,941,shopping,8,1,0.866,-0.5,2,523.0,977.0,5,1142.6,0.8236,Medium,251,0,0.4408,364,0,0,3,1000,59
TXN_00011976,USR_0254,2024-10-12 11:50:22,1103,shopping,11,1,0.2588,-0.9659,3,1464.0,36.0,5,1142.6,0.9653,Medium,251,0,0.95,423,0,0,3,1150,47
TXN_00011977,USR_0254,2024-10-16 13:45:55,1056,ride_sharing,13,0,-0.2588,-0.9659,1,0.0,1500.0,3,855.67,1.2341,Medium,255,0,0.0117,470,0,4,2,1100,44
TXN_00011978,USR_0254,2024-10-16 15:31:18,1986,ride_sharing,15,0,-0.7071,-0.7071,2,1056.0,444.0,3,855.67,2.321,Medium,255,0,0.8035,514,0,0,3,2050,64
TXN_00011979,USR_0254,2024-10-22 08:49:51,302,ecommerce,8,0,0.866,-0.5,1,0.0,1500.0,2,1521.0,0.1986,Medium,261,0,0.0166,578,0,6,3,350,48
TXN_00011980,USR_0254,2024-10-22 13:37:07,1146,food_delivery,13,0,-0.2588,-0.9659,2,302.0,1198.0,2,1521.0,0.7535,Medium,261,0,0.3016,626,0,0,3,1200,54
TXN_00011981,USR_0254,2024-10-22 18:10:57,1406,ride_sharing,18,0,-1.0,-0.0,3,1448.0,52.0,2,1521.0,0.9244,Medium,261,0,0.95,680,0,0,3,1450,44
TXN_00011982,USR_0254,2024-10-22 23:16:03,1506,shopping,23,0,-0.2588,0.9659,4,2854.0,-1354.0,2,1521.0,0.9901,Medium,261,0,0.95,724,0,0,3,1550,44
TXN_00011983,USR_0254,2024-11-01 07:18:05,385,ride_sharing,7,0,0.9659,-0.2588,1,0.0,1500.0,0,1075.0,0.3581,Medium,271,0,0.0399,0,0,10,2,500,115
TXN_00011984,USR_0254,2024-11-06 21:39:07,378,ecommerce,21,0,-0.7071,0.7071,1,0.0,1500.0,1,385.0,0.9818,Medium,276,0,0.0304,115,0,5,3,400,22
TXN_00011985,USR_0254,2024-11-15 09:36:40,770,ecommerce,9,0,0.7071,-0.7071,1,0.0,1500.0,0,1075.0,0.7163,Medium,285,0,0.011,137,0,9,2,800,30
TXN_00011986,USR_0254,2024-11-15 13:40:09,1814,ecommerce,13,0,-0.2588,-0.9659,2,770.0,730.0,0,1075.0,1.6874,Medium,285,0,0.6428,167,0,0,3,1850,36
TXN_00011987,USR_0254,2024-11-17 08:15:17,1388,ride_sharing,8,1,0.866,-0.5,1,0.0,1500.0,2,1292.0,1.0743,Medium,287,0,0.002,203,0,2,3,1450,62
TXN_00011988,USR_0254,2024-11-17 14:44:09,1539,ride_sharing,14,1,-0.5,-0.866,2,1388.0,112.0,2,1292.0,1.1912,Medium,287,0,0.95,265,0,0,3,1600,61
TXN_00011989,USR_0254,2024-11-21 17:47:13,1800,food_delivery,17,0,-0.9659,-0.2588,1,0.0,1500.0,4,1377.75,1.3065,Medium,291,0,0.0061,326,0,4,3,1850,50
TXN_00011990,USR_0254,2024-11-25 23:36:57,1322,food_delivery,23,0,-0.2588,0.9659,1,0.0,1500.0,1,1800.0,0.7344,Medium,295,0,0.0368,376,0,4,2,1400,78
TXN_00011991,USR_0254,2024-11-26 10:13:45,898,shopping,10,0,0.5,-0.866,1,0.0,1500.0,2,1561.0,0.5753,Medium,296,0,0.0334,454,6,1,2,1000,102
TXN_00011992,USR_0255,2024-09-02 15:15:39,1784,ecommerce,15,0,-0.7071,-0.7071,1,0.0,1500.0,0,1075.0,1.6595,Medium,28,1,0.0079,0,0,0,3,1850,66
TXN_00011993,USR_0255,2024-09-06 13:06:55,1559,ecommerce,13,0,-0.2588,-0.9659,1,0.0,1500.0,1,1784.0,0.8739,Medium,32,0,0.0196,66,0,4,3,1600,41
TXN_00011994,USR_0255,2024-09-07 03:36:28,1102,food_delivery,3,1,0.7071,0.7071,1,0.0,1500.0,2,1671.5,0.6593,Medium,33,0,0.0297,107,2,1,2,1200,98
TXN_00011995,USR_0255,2024-09-07 18:46:39,548,food_delivery,18,1,-1.0,-0.0,2,1102.0,398.0,2,1671.5,0.3278,Medium,33,0,0.8552,205,0,0,3,600,52
TXN_00011996,USR_0255,2024-09-08 07:54:01,818,ride_sharing,7,1,0.9659,-0.2588,1,0.0,1500.0,4,1248.25,0.6553,Medium,34,0,0.0147,257,3,1,2,900,82
TXN_00011997,USR_0255,2024-09-08 18:32:09,304,food_delivery,18,1,-1.0,-0.0,2,818.0,682.0,4,1248.25,0.2435,Medium,34,0,0.6731,339,0,0,3,350,46
TXN_00011998,USR_0255,2024-09-15 08:40:27,286,food_delivery,8,1,0.866,-0.5,1,0.0,1500.0,2,561.0,0.5098,Medium,41,0,0.0261,385,0,7,3,350,64
TXN_00011999,USR_0255,2024-09-15 20:40:21,785,ecommerce,20,1,-0.866,0.5,2,286.0,1214.0,2,561.0,1.3993,Medium,41,0,0.2837,449,0,0,3,850,65
TXN_00012000,USR_0255,2024-09-16 18:18:14,855,food_delivery,18,0,-1.0,-0.0,1,0.0,1500.0,2,535.5,1.5966,Medium,42,0,0.0377,514,5,1,2,900,45
TXN_00012001,USR_0255,2024-09-16 19:36:10,262,food_delivery,19,0,-0.9659,0.2588,2,855.0,645.0,2,535.5,0.4893,Medium,42,0,0.6738,559,0,0,3,300,38
TXN_00012002,USR_0255,2024-09-21 21:38:33,1975,food_delivery,21,1,-0.7071,0.7071,1,0.0,1500.0,4,547.0,3.6106,Medium,47,0,0.0131,597,0,5,3,2000,25
TXN_00012003,USR_0255,2024-09-23 08:47:50,287,ride_sharing,8,0,0.866,-0.5,1,0.0,1500.0,3,1030.67,0.2785,Medium,49,0,0.0178,622,0,2,3,350,63
TXN_00012004,USR_0255,2024-09-23 17:43:35,956,food_delivery,17,0,-0.9659,-0.2588,2,287.0,1213.0,3,1030.67,0.9276,Medium,49,0,0.2932,685,0,0,3,1000,44
TXN_00012005,USR_0255,2024-09-24 07:59:44,1162,food_delivery,7,0,0.9659,-0.2588,1,0.0,1500.0,3,1072.67,1.0833,Medium,50,0,0.0339,729,8,1,2,1200,38
TXN_00012006,USR_0255,2024-09-24 12:33:38,1467,food_delivery,12,0,0.0,-1.0,2,1162.0,338.0,3,1072.67,1.3676,Medium,50,0,0.865,767,0,0,3,1500,33
TXN_00012007,USR_0255,2024-09-24 13:52:49,586,food_delivery,13,0,-0.2588,-0.9659,3,2629.0,-1129.0,3,1072.67,0.5463,Medium,50,0,0.95,800,0,0,3,650,64
TXN_00012008,USR_0255,2024-09-24 14:43:41,181,ecommerce,14,0,-0.5,-0.866,4,3215.0,-1715.0,3,1072.67,0.1687,Medium,50,0,0.95,864,0,0,3,250,69
TXN_00012009,USR_0255,2024-09-28 08:16:37,1184,shopping,8,1,0.866,-0.5,1,0.0,1500.0,7,944.86,1.2531,Medium,54,0,0.0026,933,0,4,2,1300,116
TXN_00012010,USR_0255,2024-09-30 00:20:34,1557,food_delivery,0,0,0.0,1.0,1,0.0,1500.0,7,831.86,1.8717,Medium,56,0,0.0269,1049,0,2,3,1600,43
TXN_00012011,USR_0255,2024-09-30 08:29:50,1577,ride_sharing,8,0,0.866,-0.5,2,1557.0,-57.0,7,831.86,1.8958,Medium,56,0,0.95,1092,0,0,3,1600,23
TXN_00012012,USR_0255,2024-09-30 10:33:53,1557,food_delivery,10,0,0.5,-0.866,3,3134.0,-1634.0,7,831.86,1.8717,Medium,56,0,0.95,1115,0,0,3,1600,43
TXN_00012013,USR_0255,2024-09-30 17:42:29,1433,ecommerce,17,0,-0.9659,-0.2588,4,4691.0,-3191.0,7,831.86,1.7227,Medium,56,0,0.95,1158,0,0,3,1500,67
TXN_00012014,USR_0255,2024-10-01 07:31:30,1713,shopping,7,0,0.9659,-0.2588,1,0.0,1500.0,9,1189.33,1.4403,Medium,57,0,0.0286,0,11,1,3,1750,37
TXN_00012015,USR_0255,2024-10-01 08:19:19,1653,food_delivery,8,0,0.866,-0.5,2,1713.0,-213.0,9,1189.33,1.3899,Medium,57,0,0.95,37,0,0,3,1700,47
TXN_00012016,USR_0255,2024-10-01 21:31:29,1940,ecommerce,21,0,-0.7071,0.7071,3,3366.0,-1866.0,9,1189.33,1.6312,Medium,57,0,0.95,84,0,0,3,2000,60
TXN_00012017,USR_0255,2024-10-14 08:36:55,348,ecommerce,8,0,0.866,-0.5,1,0.0,1500.0,0,1075.0,0.3237,Medium,70,0,0.0194,144,0,13,2,400,52
TXN_00012018,USR_0255,2024-10-15 07:58:07,1165,food_delivery,7,0,0.9659,-0.2588,1,0.0,1500.0,1,348.0,3.3477,Medium,71,0,0.0038,196,9,1,3,1200,35
TXN_00012019,USR_0255,2024-10-15 08:36:27,1540,shopping,8,0,0.866,-0.5,2,1165.0,335.0,1,348.0,4.4253,Medium,71,0,0.8681,231,0,0,3,1600,60
TXN_00012020,USR_0255,2024-10-15 11:42:24,1636,ride_sharing,11,0,0.2588,-0.9659,3,2705.0,-1205.0,1,348.0,4.7011,Medium,71,0,0.95,291,0,0,3,1700,64
TXN_00012021,USR_0255,2024-10-16 08:15:03,1763,ride_sharing,8,0,0.866,-0.5,1,0.0,1500.0,4,1172.25,1.5039,Medium,72,0,0.0273,355,9,1,3,1800,37
TXN_00012022,USR_0255,2024-10-21 21:37:50,947,ride_sharing,21,0,-0.7071,0.7071,1,0.0,1500.0,5,1290.4,0.7339,Medium,77,0,0.0087,392,0,5,2,1000,53
TXN_00012023,USR_0255,2024-10-23 18:55:13,236,food_delivery,18,0,-1.0,-0.0,1,0.0,1500.0,2,1355.0,0.1742,Medium,79,0,0.0313,445,0,2,2,300,64
TXN_00012024,USR_0255,2024-10-24 12:58:23,1672,shopping,12,0,0.0,-1.0,1,0.0,1500.0,2,591.5,2.8267,Medium,80,0,0.0073,509,9,1,3,1700,28
TXN_00012025,USR_0255,2024-10-24 13:27:09,1566,ride_sharing,13,0,-0.2588,-0.9659,2,1672.0,-172.0,2,591.5,2.6475,Medium,80,0,0.95,537,0,0,3,1600,34
TXN_00012026,USR_0255,2024-10-24 16:33:36,774,food_delivery,16,0,-0.866,-0.5,3,3238.0,-1738.0,2,591.5,1.3085,Medium,80,0,0.95,571,0,0,3,800,26
TXN_00012027,USR_0255,2024-10-24 18:13:22,1282,shopping,18,0,-1.0,-0.0,4,4012.0,-2512.0,2,591.5,2.1674,Medium,80,0,0.95,597,0,0,3,1350,68
TXN_00012028,USR_0255,2024-11-02 12:36:52,1800,food_delivery,12,1,0.0,-1.0,1,0.0,1500.0,0,1075.0,1.6744,Medium,89,0,0.0143,0,0,9,3,1850,50
TXN_00012029,USR_0255,2024-11-02 13:52:14,945,ecommerce,13,1,-0.2588,-0.9659,2,1800.0,-300.0,0,1075.0,0.8791,Medium,89,0,0.95,50,0,0,3,1000,55
TXN_00012030,USR_0255,2024-11-02 20:13:13,323,ride_sharing,20,1,-0.866,0.5,3,2745.0,-1245.0,0,1075.0,0.3005,Medium,89,0,0.95,105,0,0,3,350,27
TXN_00012031,USR_0255,2024-11-09 08:18:06,1634,ecommerce,8,1,0.866,-0.5,1,0.0,1500.0,3,1022.67,1.5978,Medium,96,0,0.0087,132,0,7,3,1700,66
TXN_00012032,USR_0255,2024-11-09 16:29:58,831,ride_sharing,16,1,-0.866,-0.5,2,1634.0,-134.0,3,1022.67,0.8126,Medium,96,0,0.95,198,0,0,3,900,69
TXN_00012033,USR_0255,2024-11-10 11:30:04,1947,shopping,11,1,0.2588,-0.9659,1,0.0,1500.0,2,1232.5,1.5797,Medium,97,0,0.0335,267,8,1,3,2000,53
TXN_00012034,USR_0255,2024-11-10 18:05:10,411,ecommerce,18,1,-1.0,-0.0,2,1947.0,-447.0,2,1232.5,0.3335,Medium,97,0,0.95,320,0,0,3,450,39
TXN_00012035,USR_0255,2024-11-17 18:01:39,1345,ecommerce,18,1,-1.0,-0.0,1,0.0,1500.0,2,1179.0,1.1408,Medium,104,0,0.0367,359,0,7,2,1400,55
TXN_00012036,USR_0255,2024-11-21 17:25:14,1038,ride_sharing,17,0,-0.9659,-0.2588,1,0.0,1500.0,1,1345.0,0.7717,Medium,108,0,0.0064,414,0,4,2,1100,62
TXN_00012037,USR_0255,2024-11-21 18:02:16,602,shopping,18,0,-1.0,-0.0,2,1038.0,462.0,1,1345.0,0.4476,Medium,108,0,0.7905,476,0,0,3,650,48
TXN_00012038,USR_0255,2024-11-25 14:37:08,564,shopping,14,0,-0.5,-0.866,1,0.0,1500.0,2,820.0,0.6878,Medium,112,0,0.0022,524,0,4,2,600,36
TXN_00012040,USR_0255,2024-11-25 15:24:25,1704,ecommerce,15,0,-0.7071,-0.7071,3,1841.0,-341.0,2,820.0,2.078,Medium,112,0,0.95,583,0,0,3,1750,46
TXN_00012039,USR_0255,2024-11-25 15:35:34,1277,ride_sharing,15,0,-0.7071,-0.7071,2,564.0,936.0,2,820.0,1.5573,Medium,112,0,0.4935,560,0,0,3,1300,23
TXN_00012041,USR_0255,2024-11-25 18:46:40,924,shopping,18,0,-1.0,-0.0,4,3545.0,-2045.0,2,820.0,1.1268,Medium,112,0,0.95,629,0,0,3,950,26
TXN_00012042,USR_0255,2024-11-28 11:39:26,1659,ride_sharing,11,0,0.2588,-0.9659,1,0.0,1500.0,6,1018.17,1.6294,Medium,115,0,0.0284,655,0,3,3,1700,41
TXN_00012043,USR_0255,2024-11-28 16:49:01,1604,food_delivery,16,0,-0.866,-0.5,2,1659.0,-159.0,6,1018.17,1.5754,Medium,115,0,0.95,696,0,0,3,1650,46
TXN_00012044,USR_0255,2024-11-28 21:35:51,1687,food_delivery,21,0,-0.7071,0.7071,3,3263.0,-1763.0,6,1018.17,1.6569,Medium,115,0,0.95,742,0,0,3,1750,63
TXN_00012045,USR_0255,2024-11-28 22:14:05,284,ecommerce,22,0,-0.5,0.866,4,4950.0,-3450.0,6,1018.17,0.2789,Medium,115,0,0.95,805,0,0,3,350,66
TXN_00012046,USR_0255,2024-11-30 13:01:30,1105,ecommerce,13,1,-0.2588,-0.9659,1,0.0,1500.0,8,1212.88,0.9111,Medium,117,0,0.0044,871,0,2,2,1200,95
TXN_00012047,USR_0255,2024-11-30 17:13:21,1281,ecommerce,17,1,-0.9659,-0.2588,2,1105.0,395.0,8,1212.88,1.0562,Medium,117,0,0.8329,966,0,0,3,1350,69
TXN_00012048,USR_0256,2024-09-01 06:18:31,563,shopping,6,1,1.0,0.0,1,0.0,1500.0,0,1075.0,0.5237,Medium,103,0,0.0363,0,0,0,2,600,37
TXN_00012049,USR_0256,2024-09-01 08:41:13,1857,ecommerce,8,1,0.866,-0.5,2,563.0,937.0,0,1075.0,1.7274,Medium,103,0,0.4927,37,0,0,3,1900,43
TXN_00012050,USR_0256,2024-09-01 09:31:08,1723,ride_sharing,9,1,0.7071,-0.7071,3,2420.0,-920.0,0,1075.0,1.6028,Medium,103,0,0.95,80,0,0,3,1750,27
TXN_00012051,USR_0256,2024-09-01 10:23:14,1826,ride_sharing,10,1,0.5,-0.866,4,4143.0,-2643.0,0,1075.0,1.6986,Medium,103,0,0.95,107,0,0,3,1850,24
TXN_00012052,USR_0256,2024-09-03 10:13:09,1572,shopping,10,0,0.5,-0.866,1,0.0,1500.0,4,1492.25,1.0534,Medium,105,0,0.0076,131,0,2,3,1600,28
TXN_00012053,USR_0256,2024-09-03 18:43:32,1735,shopping,18,0,-1.0,-0.0,2,1572.0,-72.0,4,1492.25,1.1627,Medium,105,0,0.95,159,0,0,3,1800,65
TXN_00012054,USR_0256,2024-09-03 19:27:12,1486,shopping,19,0,-0.9659,0.2588,3,3307.0,-1807.0,4,1492.25,0.9958,Medium,105,0,0.95,224,0,0,3,1550,64
TXN_00012055,USR_0256,2024-09-14 10:02:25,1796,shopping,10,1,0.5,-0.866,1,0.0,1500.0,0,1075.0,1.6707,Medium,116,0,0.0242,288,0,11,3,1850,54
TXN_00012056,USR_0256,2024-09-14 10:16:03,1429,ecommerce,10,1,0.5,-0.866,2,1796.0,-296.0,0,1075.0,1.3293,Medium,116,0,0.95,342,0,0,3,1450,21
TXN_00012057,USR_0256,2024-09-21 13:19:11,632,food_delivery,13,1,-0.2588,-0.9659,1,0.0,1500.0,2,1612.5,0.3919,Medium,123,0,0.0046,363,0,7,2,700,68
TXN_00012058,USR_0256,2024-09-21 14:46:04,1910,ecommerce,14,1,-0.5,-0.866,2,632.0,868.0,2,1612.5,1.1845,Medium,123,0,0.5407,431,0,0,3,1950,40
TXN_00012059,USR_0256,2024-09-21 19:52:16,1503,ride_sharing,19,1,-0.9659,0.2588,3,2542.0,-1042.0,2,1612.5,0.9321,Medium,123,0,0.95,471,0,0,3,1550,47
TXN_00012060,USR_0256,2024-09-21 20:21:44,1335,shopping,20,1,-0.866,0.5,4,4045.0,-2545.0,2,1612.5,0.8279,Medium,123,0,0.95,518,0,0,3,1400,65
TXN_00012061,USR_0256,2024-09-22 17:03:21,821,food_delivery,17,1,-0.9659,-0.2588,1,0.0,1500.0,4,1345.0,0.6104,Medium,124,0,0.0091,583,4,1,2,900,79
TXN_00012062,USR_0256,2024-09-22 20:02:21,810,shopping,20,1,-0.866,0.5,2,821.0,679.0,4,1345.0,0.6022,Medium,124,0,0.6617,662,0,0,3,850,40
TXN_00012063,USR_0256,2024-09-22 21:28:39,653,ecommerce,21,1,-0.7071,0.7071,3,1631.0,-131.0,4,1345.0,0.4855,Medium,124,0,0.95,702,0,0,3,700,47
TXN_00012064,USR_0256,2024-09-22 23:43:31,1451,food_delivery,23,1,-0.2588,0.9659,4,2284.0,-784.0,4,1345.0,1.0788,Medium,124,0,0.95,749,0,0,3,1500,49
TXN_00012065,USR_0256,2024-10-01 11:47:42,565,ride_sharing,11,0,0.2588,-0.9659,1,0.0,1500.0,0,1075.0,0.5256,Medium,133,0,0.0016,0,0,9,2,600,35
TXN_00012066,USR_0256,2024-10-01 14:45:30,1038,food_delivery,14,0,-0.5,-0.866,2,565.0,935.0,0,1075.0,0.9656,Medium,133,0,0.468,35,0,0,3,1100,62
TXN_00012067,USR_0256,2024-10-04 08:46:20,313,food_delivery,8,0,0.866,-0.5,1,0.0,1500.0,2,801.5,0.3905,Medium,136,0,0.0115,97,0,3,2,400,87
TXN_00012068,USR_0256,2024-10-04 13:44:19,1959,ride_sharing,13,0,-0.2588,-0.9659,2,313.0,1187.0,2,801.5,2.4442,Medium,136,0,0.3117,184,0,0,3,2000,41
TXN_00012069,USR_0256,2024-10-04 18:45:31,1876,food_delivery,18,0,-1.0,-0.0,3,2272.0,-772.0,2,801.5,2.3406,Medium,136,0,0.95,225,0,0,3,1900,24
TXN_00012070,USR_0256,2024-10-06 08:13:48,491,ride_sharing,8,1,0.866,-0.5,1,0.0,1500.0,5,1150.2,0.4269,Medium,138,0,0.0039,249,0,2,2,600,109
TXN_00012071,USR_0256,2024-10-06 09:44:31,791,ecommerce,9,1,0.7071,-0.7071,2,491.0,1009.0,5,1150.2,0.6877,Medium,138,0,0.4524,358,0,0,3,850,59
TXN_00012072,USR_0256,2024-10-06 10:20:55,1118,ecommerce,10,1,0.5,-0.866,3,1282.0,218.0,5,1150.2,0.972,Medium,138,0,0.95,417,0,0,3,1150,32
TXN_00012073,USR_0256,2024-10-06 13:30:52,792,ecommerce,13,1,-0.2588,-0.9659,4,2400.0,-900.0,5,1150.2,0.6886,Medium,138,0,0.95,449,0,0,3,850,58
TXN_00012074,USR_0256,2024-10-08 07:50:50,787,shopping,7,0,0.9659,-0.2588,1,0.0,1500.0,9,993.67,0.792,Medium,140,0,0.0365,507,0,2,2,900,113
TXN_00012075,USR_0256,2024-10-11 17:38:19,781,shopping,17,0,-0.9659,-0.2588,1,0.0,1500.0,8,1015.88,0.7688,Medium,143,0,0.0324,620,0,3,2,900,119
TXN_00012076,USR_0256,2024-10-11 18:10:23,1386,food_delivery,18,0,-1.0,-0.0,2,781.0,719.0,8,1015.88,1.3643,Medium,143,0,0.6129,739,0,0,3,1450,64
TXN_00012077,USR_0256,2024-10-15 06:14:47,529,shopping,6,0,1.0,0.0,1,0.0,1500.0,3,984.67,0.5372,Medium,147,0,0.0126,803,0,4,2,600,71
TXN_00012078,USR_0256,2024-10-15 09:52:27,1415,shopping,9,0,0.7071,-0.7071,2,529.0,971.0,3,984.67,1.437,Medium,147,0,0.4627,874,0,0,3,1450,35
TXN_00012079,USR_0256,2024-10-15 18:47:39,152,ecommerce,18,0,-1.0,-0.0,3,1944.0,-444.0,3,984.67,0.1544,Medium,147,0,0.95,909,0,0,3,200,48
TXN_00012080,USR_0256,2024-10-17 07:08:01,914,ecommerce,7,0,0.9659,-0.2588,1,0.0,1500.0,5,852.6,1.072,Medium,149,0,0.0109,957,0,2,2,1000,86
TXN_00012081,USR_0256,2024-10-17 08:13:44,1908,ride_sharing,8,0,0.866,-0.5,2,914.0,586.0,5,852.6,2.2379,Medium,149,0,0.7351,1043,0,0,3,1950,42
TXN_00012082,USR_0256,2024-10-17 10:29:06,357,ecommerce,10,0,0.5,-0.866,3,2822.0,-1322.0,5,852.6,0.4187,Medium,149,0,0.95,1085,0,0,3,400,43
TXN_00012083,USR_0256,2024-10-17 17:22:50,832,ride_sharing,17,0,-0.9659,-0.2588,4,3179.0,-1679.0,5,852.6,0.9758,Medium,149,0,0.95,1128,0,0,3,900,68
TXN_00012084,USR_0256,2024-10-26 16:20:01,1041,food_delivery,16,1,-0.866,-0.5,1,0.0,1500.0,0,1075.0,0.9684,Medium,158,0,0.0201,1196,0,9,2,1100,59
TXN_00012085,USR_0256,2024-10-26 19:27:16,593,shopping,19,1,-0.9659,0.2588,2,1041.0,459.0,0,1075.0,0.5516,Medium,158,0,0.8052,1255,0,0,3,650,57
TXN_00012086,USR_0256,2024-10-29 08:38:18,950,ecommerce,8,0,0.866,-0.5,1,0.0,1500.0,2,817.0,1.1628,Medium,161,0,0.008,1312,0,3,2,1000,50
TXN_00012087,USR_0256,2024-10-29 15:37:33,997,shopping,15,0,-0.7071,-0.7071,2,950.0,550.0,2,817.0,1.2203,Medium,161,0,0.7425,1362,0,0,3,1050,53
TXN_00012088,USR_0256,2024-10-29 19:13:45,1993,ecommerce,19,0,-0.9659,0.2588,3,1947.0,-447.0,2,817.0,2.4394,Medium,161,0,0.95,1415,0,0,3,2050,57
TXN_00012089,USR_0256,2024-10-30 10:42:32,1506,ride_sharing,10,0,0.5,-0.866,1,0.0,1500.0,5,1114.8,1.3509,Medium,162,0,0.0285,1472,9,1,3,1550,44
TXN_00012090,USR_0256,2024-10-30 13:34:21,375,ride_sharing,13,0,-0.2588,-0.9659,2,1506.0,-6.0,5,1114.8,0.3364,Medium,162,0,0.95,1516,0,0,3,400,25
TXN_00012091,USR_0256,2024-10-30 20:14:26,288,ecommerce,20,0,-0.866,0.5,3,1881.0,-381.0,5,1114.8,0.2583,Medium,162,0,0.95,1541,0,0,3,350,62
TXN_00012092,USR_0256,2024-10-30 22:10:03,961,shopping,22,0,-0.5,0.866,4,2169.0,-669.0,5,1114.8,0.862,Medium,162,0,0.95,1603,0,0,3,1000,39
TXN_00012093,USR_0256,2024-11-01 10:18:38,1017,food_delivery,10,0,0.5,-0.866,1,0.0,1500.0,9,967.11,1.0516,Medium,164,0,0.0194,0,0,2,2,1100,83
TXN_00012094,USR_0256,2024-11-01 18:25:42,261,ride_sharing,18,0,-1.0,-0.0,2,1017.0,483.0,9,967.11,0.2699,Medium,164,0,0.7811,83,0,0,3,300,39
TXN_00012095,USR_0256,2024-11-02 09:59:02,1569,shopping,9,1,0.7071,-0.7071,1,0.0,1500.0,11,907.45,1.729,Medium,165,0,0.0117,122,10,1,3,1600,31
TXN_00012096,USR_0256,2024-11-02 14:37:18,321,ecommerce,14,1,-0.5,-0.866,2,1569.0,-69.0,11,907.45,0.3537,Medium,165,0,0.95,153,0,0,3,350,29
TXN_00012097,USR_0256,2024-11-02 18:06:09,802,ecommerce,18,1,-1.0,-0.0,3,1890.0,-390.0,11,907.45,0.8838,Medium,165,0,0.95,182,0,0,3,850,48
TXN_00012098,USR_0256,2024-11-04 12:34:19,569,food_delivery,12,0,0.0,-1.0,1,0.0,1500.0,12,920.0,0.6185,Medium,167,0,0.004,230,0,2,2,600,31
TXN_00012099,USR_0256,2024-11-04 14:34:22,1505,shopping,14,0,-0.5,-0.866,2,569.0,931.0,12,920.0,1.6359,Medium,167,0,0.492,261,0,0,3,1550,45
TXN_00012100,USR_0256,2024-11-06 06:16:23,1800,shopping,6,0,1.0,0.0,1,0.0,1500.0,11,834.0,2.1583,Medium,169,0,0.0364,306,0,2,3,1850,50
TXN_00012101,USR_0256,2024-11-06 09:09:39,662,ride_sharing,9,0,0.7071,-0.7071,2,1800.0,-300.0,11,834.0,0.7938,Medium,169,0,0.95,356,0,0,3,700,38
TXN_00012102,USR_0256,2024-11-06 17:11:05,304,ride_sharing,17,0,-0.9659,-0.2588,3,2462.0,-962.0,11,834.0,0.3645,Medium,169,0,0.95,394,0,0,3,350,46
